club_name,canonical_name,league_name,city,state,source_url,website,website_status,website_discovered_at,source_type,website_source
Players Club of Tampa Bay,Players Of Tampa Bay,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Poinciana Youth Soccer,Poinciana,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Polk County Soccer League,Polk County League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Ponte Vedra SC,Ponte Vedra,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Prime Soccer Academy 20/21,Prime Academy 20/21,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Region D Soccer League,Region D League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Sarasota Spartans,Sarasota Spartans,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Sebastian Soccer Club,Sebastian,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Seminole Shooting Stars SA,Seminole Shooting Stars Sa,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Soccer Paradise,Paradise,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Soccer Skills Unlimited,Skills Unlimited,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
South Florida Elite FC,South Florida Elite,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
South Florida United Youth Soccer Assoc,South Florida Assoc,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Southwest Florida Soccer Association (League),Southwest Florida Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Sporting Gainesville Soccer Academy,Sporting Gainesville Academy,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Sporting Jax Soccer Academy,Sporting Jax Academy,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Sports Force Parks Naples,Sports Force Parks Naples,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
St. Petersburg Football Club,St. Petersburg Football,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Tampa Area Rec Scheduling Assoc.,Tampa Area Rec Scheduling Assoc.,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Tarpon Springs YSA,Tarpon Springs Ysa,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
The Florida League,The Florida League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Titusville Soccer Club,Titusville,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Town N' Country,N' Country,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Treasure Coast United,Treasure Coast,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Verum FC,Verum,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
WCAA Wesley Chapel SC,Wcaa Wesley Chapel,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
West Lake FC,West Lake,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Youth Player Development Series,Player Development Series,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Arsenal Youth FC,Arsenal,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/32708/clubs,,,,,
F.C. Plantation Warriors,. Plantation Warriors,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/32708/clubs,,,,,
Florida Youth Soccer Association,Florida Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/32708/clubs,,,,,
Gulf Breeze Futbol Academy,Gulf Breeze Futbol Academy,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/32708/clubs,,,,,
High Soccer Prospects,High Prospects,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/32708/clubs,,,,,
Marlex Soccer,Marlex,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/32708/clubs,,,,,
Tampa Raiders,Tampa Raiders,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/32708/clubs,,,,,
AtlÃ©tico Dallas Youth,Atlã©Tico Dallas,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,https://www.atleticodallasyouth.com/,,,,ecnl_directory
Connecticut FC United Bethany,Connecticut Bethany,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
Connecticut FC United Ole,Connecticut Ole,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,http://connecticutfootballclub.com/,,,,ecnl_directory
Kansas City Surf Foster,Kansas Surf Foster,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
Kansas City Surf Steging,Kansas Surf Steging,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
Tulsa SC Frontier,Tulsa Frontier,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,http://tulsasc.com/,,,,ecnl_directory
VSA Rush Black,Vsa Rush Black,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,https://www.vsarush.com/,,,,ecnl_directory
VSA Rush Blue,Vsa Rush Blue,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
West Side Alliance Frontier,West Side Alliance Frontier,Pre-ECNL North Boys,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,http://www.wsasoccer.org,,,,ecnl_directory
Michigan Hawks Dugan,Michigan Hawks Dugan,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
NLSA Surf,Nlsa Surf,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,https://nlsasurf.com/,,,,ecnl_directory
OK Energy FC Frontier,Ok Energy Frontier,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,http://www.okenergyfc.org,,,,ecnl_directory
PDA White Shore,Pda White Shore,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
SLSG Elite Green,Slsg Elite Green,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
SLSG Elite Navy,Slsg Elite Navy,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
Sting NE,Sting Ne,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,https://www.stingsoccer.com/nebraska,,,,ecnl_directory
Sting-Pre,Sting-Pre,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,,,,,
Sunrise Surf Sunrise Surf,Sunrise Surf Sunrise Surf,Pre-ECNL North Girls,,,https://theecnl.com/sports/2024/11/12/Directory_1112240348.aspx,https://sunrisesurfsoccer.com/,,,,ecnl_directory
Akron Metro Futbol Club,Akron Metro Futbol,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Ambassadors FC (OH),Ambassadors,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
BVB International Academy - Pittsburgh,Bvb International Academy - Pittsburgh,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Canton Akron United Force,Canton Akron Force,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Caps FC,Caps,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Central Ohio Elite,Central Ohio Elite,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Cleveland Cobras,Cleveland Cobras,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Cleveland Football Academy,Cleveland Football Academy,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Cleveland Kickers Soccer Club,Cleveland Kickers,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
***Club NOT listed,*** Not Listed,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Croatia Jrs,Croatia Jrs,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Cuyahoga Valley Soccer Academy,Cuyahoga Valley Academy,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Erie Junior Commodores,Erie Junior Commodores,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
FC Midwest Academy Kendallville,Midwest Academy Kendallville,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Gem City Soccer Alliance,Gem Alliance,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Glory SC,Glory,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Greater Firelands FC,Greater Firelands,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Indy Eleven North,Indy Eleven North,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Kings Hammer New Albany,Kings Hammer New Albany,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Liberty Football Club,Liberty Football,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Mountaineer United Soccer Club,Mountaineer,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
NASA Xtabi,Nasa Xtabi,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Northern Steel,Northern Steel,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Ohio Strikers United,Ohio Strikers,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Pittsburgh Football Club,Pittsburgh Football,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Polaris Soccer Club,Polaris,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Soccer Vision Academy- OH Boys,Vision Academy- Oh,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
SP Soccer Academy,Sp Academy,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Stark United Premier SC,Stark Premier,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Syracuse United Soccer of CNY,Syracuse Of Cny,US Club NPL - GLA NPL Division,,,https://system.gotsport.com/org_event/events/43157/clubs,,,,,
Berber City FC,Berber,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Chicago Dynasty FC,Chicago Dynasty,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
EP Mustangs United FC,Ep Mustangs,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
FC Tryzub Academy,Tryzub Academy,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Goros FC Soccer Club,Goros,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Hussars United,Hussars,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
IPROSKILLS,Iproskills,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Midwest United FC Chicago,Midwest Chicago,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
NSA,Nsa,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
OPRF Alliance,Oprf Alliance,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Palatine Celtic SC,Palatine Celtic,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Park Ridge SC,Park Ridge,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
TST,Tst,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Wilmette Wings SC,Wilmette Wings,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
Windy City FC,Windy,US Club NPL - NISL NPL Division,,IL,https://system.gotsport.com/org_event/events/49634/clubs,,,,,
GOT FC,Got,US Club NPL - FCL NPL Division,,FL,https://system.gotsport.com/org_event/events/44970/clubs,,,,,
Herron Soccer Academy,Herron Academy,US Club NPL - FCL NPL Division,,FL,https://system.gotsport.com/org_event/events/44970/clubs,,,,,
RONALDO ACADEMY TAMPA BAY,Ronaldo Academy Tampa Bay,US Club NPL - FCL NPL Division,,FL,https://system.gotsport.com/org_event/events/44970/clubs,,,,,
Schulz Academy,Schulz Academy,US Club NPL - FCL NPL Division,,FL,https://system.gotsport.com/org_event/events/44970/clubs,,,,,
South Miami United FC,South Miami,US Club NPL - FCL NPL Division,,FL,https://system.gotsport.com/org_event/events/44970/clubs,,,,,
The DA,The Da,US Club NPL - FCL NPL Division,,FL,https://system.gotsport.com/org_event/events/44970/clubs,,,,,
Capital City Soccer OKC,Capital Okc,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Corinthians FC of San Antonio,Corinthians Of San Antonio,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Coyotes FC Academy,Coyotes Academy,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Cumbre Alta Soccer Bossier City,Cumbre Alta Bossier,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Dutch FC,Dutch,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
ETX Elitefc13,Etx Elitefc13,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
FC Allen,Allen,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Lubbock Knights,Lubbock Knights,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Mind & Power Academy,Mind & Power Academy,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Molano Futbol Academy,Molano Futbol Academy,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
North Dallas FC,North Dallas,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
World Sport FC,World Sport,US Club NPL - Red River NPL,,,https://system.gotsport.com/org_event/events/45381/clubs,,,,,
Joy of the People,Joy Of The People,US Club NPL - Minnesota NPL,,MN,https://system.gotsport.com/org_event/events/47013/clubs,,,,,
Orono Westonka Soccer Club,Orono Westonka,US Club NPL - Minnesota NPL,,MN,https://system.gotsport.com/org_event/events/47013/clubs,,,,,
Shakopee SA,Shakopee Sa,US Club NPL - Minnesota NPL,,MN,https://system.gotsport.com/org_event/events/47013/clubs,,,,,
Twin Cities Fire Soccer Club,Twin Cities Fire,US Club NPL - Minnesota NPL,,MN,https://system.gotsport.com/org_event/events/47013/clubs,,,,,
United FC Rush,Rush,US Club NPL - Minnesota NPL,,MN,https://system.gotsport.com/org_event/events/47013/clubs,,,,,
All In Futbol Club Tennessee,All In Futbol Tennessee,US Club NPL - South Atlantic Premier League,,,https://system.gotsport.com/org_event/events/51028/clubs,,,,,
Barca Academy Carolinas,Barca Academy Carolinas,US Club NPL - South Atlantic Premier League,,,https://system.gotsport.com/org_event/events/51028/clubs,,,,,
Charlotte Metro FC,Charlotte Metro,US Club NPL - South Atlantic Premier League,,,https://system.gotsport.com/org_event/events/51028/clubs,,,,,
Clover Elite,Clover Elite,US Club NPL - South Atlantic Premier League,,,https://system.gotsport.com/org_event/events/51028/clubs,,,,,
